[INFO ] ReaderID:1,TagID:993956,107[INFO ],107,108,107,107,107,107
ReaderID:2,TagID:994031,108[INFO ],107,108,108
ReaderID:3,TagID:994031,88[INFO ],88,87,86
ReaderID:1,TagID:994031,118[INFO ],117,117,118,117,117
ReaderID:1,TagID:993680,104[INFO ],104,105,104,105,103
ReaderID:3,TagID:993680,99[INFO ],99,100
ReaderID:2,TagID:993680,133[INFO ],133,133
ReaderID:2,TagID:993956,79[INFO ],85,83
ReaderID:3,TagID:993956,105,105,105
